THANKSGIVING	B-ACONTECIMENTO_EFEMERIDE
pai	O
?	O
Qual	O
foi	O
o	O
primeiro	O
filme	O
dela	O
?	O
De	O
que	O
país	O
é	O
Peter	B-PESSOA_INDIVIDUAL
Jackson	I-PESSOA_INDIVIDUAL
?	O
O	O
que	O
significa	O
viquingue	O
?	O
O	O
que	O
é	O
o	O
Santo	O
Ofício	O
?	O
Até	O
quando	O
existiu	O
a	O
Inquisição	B-ORGANIZACAO_INSTITUICAO
em	O
França	B-LOCAL_HUMANO
?	O
Como	O
se	O
chamava	O
a	O
mãe	O
de	O
Nero	B-PESSOA_INDIVIDUAL
?	O
Isabel	B-PESSOA_INDIVIDUAL
Allende	I-PESSOA_INDIVIDUAL
é	O
parente	O
de	O
que	O
antigo	O
presidente	B-PESSOA_CARGO
do	I-PESSOA_CARGO
Chile	I-PESSOA_CARGO
?	O
Onde	O
ficam	O
as	O
universidades	O
de	O
Yale	B-ORGANIZACAO_INSTITUICAO
e	O
Harvard	B-ORGANIZACAO_INSTITUICAO
?	O
Qual	O
é	O
o	O
maior	O
estado	O
da	O
Nova	B-LOCAL_HUMANO
Inglaterra	I-LOCAL_HUMANO
?	O
Porque	O
é	O
que	O
foi	O
construída	O
a	O
Coluna	B-OBRA_ARTE
da	I-OBRA_ARTE
Vitória	I-OBRA_ARTE
em	O
Berlim	B-LOCAL_HUMANO
?	O
Como	O
se	O
chama	O
a	O
escultura	O
de	O
bronze	O
que	O
existe	O
na	O
Coluna	B-LOCAL_HUMANO
da	I-LOCAL_HUMANO
Vitória	I-LOCAL_HUMANO
?	O
Quando	O
é	O
que	O
morreu	O
Alfred	B-PESSOA_INDIVIDUAL
Hitchcock	I-PESSOA_INDIVIDUAL
?	O
Para	O
onde	O
é	O
que	O
ele	O
emigrou	O
em	B-TEMPO_TEMPO_CALEND
1939	I-TEMPO_TEMPO_CALEND
?	O
Como	O
é	O
que	O
se	O
chamava	O
o	O
seu	O
primeiro	O
filme	O
americano	O
?	O
Quem	O
organiza	O
o	O
Carnaval	B-ACONTECIMENTO_ORGANIZADO
do	O
Rio	B-LOCAL_HUMANO
?	O
Qual	O
é	O
o	O
comprimento	O
da	O
arena	O
do	O
Sambódromo	B-LOCAL_HUMANO
?	O
O	O
jardim	O
de	O
caminhos	O
que	O
se	O
encontram	O
(	O
algumas	O
palavras	O
sobre	O
o	O
conto	O
de	O
Borges	B-PESSOA_INDIVIDUAL
e	O
o	O
filme	O
de	O
Tom	B-PESSOA_INDIVIDUAL
Tykwer	I-PESSOA_INDIVIDUAL
)	O
Roberto	B-PESSOA_INDIVIDUAL
Azoubel	I-PESSOA_INDIVIDUAL
(	O
Este	O
texto	O
é	O
dedicado	O
ao	O
professor	O
e	O
poeta	O
Jorge	B-PESSOA_INDIVIDUAL
Wanderley	I-PESSOA_INDIVIDUAL
(	O
em	O
memória	O
)	O
que	O
me	O
``	O
incomodava	O
''	O
com	O
Borges	B-ABSTRACCAO_DISCIPLINA
e	O
com	O
a	O
literatura	O
.	O
)	O
Uma	O
das	O
tarefas	O
mais	O
importantes	O
da	O
arte	O
foi	O
sempre	O
a	O
de	O
gerar	O
uma	O
demanda	O
cujo	O
atendimento	O
integral	O
só	O
poderia	O
produzir-se	O
mais	B-TEMPO_TEMPO_CALEND
tarde	I-TEMPO_TEMPO_CALEND
.	O
''	O
Walter	B-PESSOA_INDIVIDUAL
Benjamim	I-PESSOA_INDIVIDUAL
I1.	O
Com	O
o	O
desenvolvimento	O
da	O
imprensa	O
no	B-TEMPO_TEMPO_CALEND
começo	I-TEMPO_TEMPO_CALEND
do	I-TEMPO_TEMPO_CALEND
século	I-TEMPO_TEMPO_CALEND
XX	I-TEMPO_TEMPO_CALEND
,	O
o	O
romance	O
-	O
forma	O
literária	O
intrinsecamente	O
ligada	O
ao	O
objeto	O
livro	O
-	O
emerge	O
em	O
sintonia	O
com	O
toda	O
a	O
evolução	O
das	O
forças	O
produtivas	O
da	O
sociedade	O
,	O
tornando-se	O
um	O
gênero	O
de	O
grande	O
difusão	O
no	O
mundo.	O
Tal	O
difusão	O
levou	O
o	O
filósofo	O
alemão	O
Walter	B-PESSOA_INDIVIDUAL
Benjamim	I-PESSOA_INDIVIDUAL
a	O
se	O
preocupar	O
com	O
a	O
morte	O
do	O
narrador	O
-	O
aquele	O
do	O
discurso	O
vivo	O
-	O
como	O
podemos	O
observar	O
no	O
texto	O
O	B-OBRA_REPRODUZIDA
Narrador	I-OBRA_REPRODUZIDA
,	O
escrito	O
em	B-TEMPO_TEMPO_CALEND
1936	I-TEMPO_TEMPO_CALEND
.	O
O	O
texto	O
de	O
Benjamim	B-PESSOA_INDIVIDUAL
nos	O
remete	O
a	O
uma	O
recente	O
discussão	O
que	O
seria	O
a	O
factível	O
morte	O
da	O
literatura	O
diante	O
do	O
crescimento	O
da	O
produção	O
cinematográfica	O
que	O
se	O
espalha	O
pelo	O
planeta.	O
Proponho-me	O
neste	O
texto	O
analisar	O
justamente	O
esta	O
contenda	O
,	O
assumindo	O
posições	O
que	O
ficarão	O
nítidas	O
no	O
decorrer	O
do	O
seu	O
corpo.	O
Para	O
tal	O
empreitada	O
,	O
tomo	O
como	O
referências	O
o	O
conto	O
O	O
Jardim	O
dos	O
Caminhos	O
que	O
se	O
Bifurcam	O
,	O
escrito	O
em	B-TEMPO_TEMPO_CALEND
1941	I-TEMPO_TEMPO_CALEND
pelo	O
argentino	O
Jorge	B-PESSOA_INDIVIDUAL
Luis	I-PESSOA_INDIVIDUAL
Borges	I-PESSOA_INDIVIDUAL
,	O
e	O
o	O
fresquíssimo	O
Corra	B-OBRA_REPRODUZIDA
Lola	I-OBRA_REPRODUZIDA
,	I-OBRA_REPRODUZIDA
Corra	I-OBRA_REPRODUZIDA
(	O
Lola	B-OBRA_REPRODUZIDA
Rennt	I-OBRA_REPRODUZIDA
)	O
,	O
filme	O
alemão	O
realizado	O
pelo	O
diretor	O
e	O
roteirista	O
Tom	B-PESSOA_INDIVIDUAL
Tykwer	I-PESSOA_INDIVIDUAL
.	O
II	O
Para	O
chegarmos	O
ao	O
conto	O
de	O
Borges	B-PESSOA_INDIVIDUAL
,	O
passemos	O
antes	O
por	O
Italo	B-PESSOA_INDIVIDUAL
Calvino	I-PESSOA_INDIVIDUAL
.	O
No	O
capítulo	O
chamado	O
``	O
Multiplicidade	B-ABSTRACCAO_NOME
``	O
do	O
seu	O
livro	O
Seis	B-OBRA_REPRODUZIDA
Propostas	I-OBRA_REPRODUZIDA
para	I-OBRA_REPRODUZIDA
o	I-OBRA_REPRODUZIDA
Próximo	I-OBRA_REPRODUZIDA
Milênio	I-OBRA_REPRODUZIDA
,	O
Calvino	B-PESSOA_INDIVIDUAL
destaca	O
como	O
uma	O
das	O
(	O
boas	O
)	O
características	O
da	O
literatura	O
contemporânea	O
essa	O
capacidade	O
de	O
estabelecer	O
redes	O
de	O
conexões	O
entre	O
os	O
acontecimentos	O
,	O
entre	O
as	O
pessoas	O
,	O
entre	O
as	O
coisas	O
do	O
mundo	O
,	O
em	O
outras	O
palavras	O
,	O
essa	O
capacidade	O
atual	O
de	O
a	O
escritura	O
poder	O
ser	O
múltipla.	O
No	O
decorrer	O
do	O
capítulo	O
,	O
o	O
autor	O
italiano	O
mostra	O
várias	O
formas	O
de	O
multiplicidades	O
que	O
ocorrem	O
na	O
literatura.	O
No	O
entanto	O
,	O
para	O
não	O
sairmos	O
do	O
foco	O
da	O
discussão	O
do	O
texto	O
,	O
fiquemos	O
inicialmente	O
com	O
o	O
exemplo	O
do	O
romancista	O
italiano	O
Carlo	B-PESSOA_INDIVIDUAL
Emilio	I-PESSOA_INDIVIDUAL
Gadda	I-PESSOA_INDIVIDUAL
,	O
de	O
quem	O
,	O
entre	O
outros	O
autores	O
,	O
Calvino	B-PESSOA_INDIVIDUAL
se	O
serve	O
como	O
ilustração.	O
Segundo	O
Calvino	B-PESSOA_INDIVIDUAL
(	O
1990	B-TEMPO_TEMPO_CALEND
:	O
121	O
)	O
,	O
``	O
Gadda	B-PESSOA_INDIVIDUAL
durante	O
toda	O
a	O
sua	O
vida	O
buscou	O
representar	O
o	O
mundo	O
como	O
um	O
rolo	O
,	O
uma	O
embrulhada	O
,	O
um	O
aranzel	O
,	O
sem	O
jamais	O
atenuar-lhe	O
a	O
complexidade	O
inextricável	O
-	O
ou	O
,	O
melhor	O
dizendo	O
,	O
a	O
presença	O
simultânea	O
dos	O
elementos	O
mais	O
heterogêneos	O
que	O
concorrem	O
para	O
a	O
determinação	O
de	O
cada	O
evento	O
''	O
.	O
E	O
mais	O
adiante	O
,	O
apoiado	O
no	O
ensaio	O
La	O
disarmonia	O
prestabilita	O
do	O
crítico	O
Gian	B-PESSOA_INDIVIDUAL
Carlo	I-PESSOA_INDIVIDUAL
Roscioni	I-PESSOA_INDIVIDUAL
,	O
Calvino	B-PESSOA_INDIVIDUAL
ainda	O
coloca	O
que	O
``	O
esse	O
conhecimento	O
das	O
coisas	O
enquanto	O
'relações	O
infinitas	O
,	O
passadas	O
e	O
futuras	O
,	O
reais	O
e	O
possíveis	O
,	O
que	O
para	O
elas	O
convergem	O
?	O
,	O
exige	O
que	O
tudo	O
seja	O
exatamente	O
denominado	O
,	O
descrito	O
e	O
localizado	O
no	O
espaço	O
e	O
no	O
tempo	O
''	O
(	O
CALVINO	O
,	O
1990	O
:123	O
)	O
.	O
Outros	O
romancistas	O
como	O
Proust	B-PESSOA_INDIVIDUAL
e	O
George	B-PESSOA_INDIVIDUAL
Perec	I-PESSOA_INDIVIDUAL
,	O
com	O
o	O
seu	O
A	B-OBRA_REPRODUZIDA
Vida	I-OBRA_REPRODUZIDA
Modos	I-OBRA_REPRODUZIDA
de	I-OBRA_REPRODUZIDA
Usar	I-OBRA_REPRODUZIDA
,	O
são	O
citados	O
no	O
capítulo	O
como	O
exemplos	O
de	O
uma	O
escritura	O
que	O
conduz	O
à	O
multiplicidade	O
(	O
de	O
caminhos	O
,	O
de	O
níveis	O
,	O
de	O
pensamentos	O
,	O
de	O
vozes	O
etc	O
.	O
)	O
.	O
Mas	O
,	O
de	O
acordo	O
com	O
Calvino	B-PESSOA_INDIVIDUAL
,	O
esse	O
modelo	O
de	O
redes	O
possíveis	O
pode	O
ser	O
construído	O
tanto	O
em	O
romances	O
extensos	O
,	O
como	O
pode	O
ser	O
concentrado	O
nas	O
poucas	O
páginas	O
de	O
um	O
conto	O
de	O
Borges	B-PESSOA_INDIVIDUAL
.	O
Chegamos	O
assim	O
a	O
'	O
O	O
Jardim	O
dos	O
Caminhos	O
que	O
se	O
Bifurcam	O
.	O
O	O
conto	O
,	O
classificado	O
pelo	O
autor	O
como	O
policial	O
,	O
narra	O
o	O
percurso	O
do	O
personagem	O
principal	O
da	O
cama	O
até	O
o	O
jardim	O
em	O
que	O
comete	O
um	O
assassinato	O
como	O
estratégia	O
de	O
sua	O
missão	O
de	O
espionagem.	O
No	O
entanto	O
,	O
no	O
seu	O
enredo	O
(	O
e	O
aqui	O
também	O
me	O
apoio	O
na	O
leitura	O
que	O
Calvino	B-PESSOA_INDIVIDUAL
faz	O
dele	O
)	O
Borges	B-PESSOA_INDIVIDUAL
desenvolve	O
várias	O
noções	O
acerca	O
do	O
tempo.	O
No	O
início	O
,	O
enquanto	O
o	O
protagonista	O
está	O
no	O
seu	O
quarto	O
se	O
preparando	O
para	O
realizar	O
sua	O
incumbência	O
,	O
o	O
autor	O
expõe	O
um	O
tempo	O
preciso	O
e	O
no	O
presente	O
:	O
``	O
refleti	O
que	O
tudo	O
aquilo	O
que	O
acontece	O
com	O
alguém	O
,	O
acontece	O
agora	O
,	O
precisamente	O
agora.	O
Séculos	O
de	O
séculos	O
e	O
apenas	O
no	O
presente	O
ocorrem	O
fatos	O
;	O
inumeráveis	O
homens	O
no	O
ar	O
,	O
na	O
terra	O
e	O
no	O
mar	O
e	O
tudo	O
o	O
que	O
realmente	O
sucede	O
,	O
sucede	O
a	O
mim	O
...	O
''	O
(	O
BORGES,1995	O
:	O
94	O
)	O
.	O
Em	O
seguida	O
,	O
Calvino	B-PESSOA_INDIVIDUAL
,	O
ainda	O
no	O
seu	O
Seis	B-OBRA_REPRODUZIDA
Propostas	I-OBRA_REPRODUZIDA
...	O
,	O
relata	O
que	O
Borges	B-PESSOA_INDIVIDUAL
mostra	O
``	O
uma	O
idéia	O
de	O
tempo	O
determinado	O
pela	O
vontade	O
,	O
no	O
qual	O
o	O
futuro	O
se	O
apresenta	O
tão	O
irrevogável	O
quanto	O
o	O
passado	O
''	O
(	O
CALVINO	O
,	O
1990	O
:	O
N	O
)	O
.	O
Por	O
último	O
,	O
a	O
idéia	O
de	O
um	O
tempo	O
múltiplo	O
,	O
que	O
é	O
a	O
idéia	O
central	O
do	O
conto	O
e	O
,	O
afinal	O
,	O
o	O
que	O
nos	O
interessa	O
aqui.	O
Veremos	O
abaixo	O
como	O
essa	O
idéia	O
de	O
um	O
tempo	O
múltiplo	O
se	O
apresenta	O
no	O
conto.	O
Ao	O
chegar	O
numa	O
casa	O
de	O
portão	O
alto	O
,	O
o	O
protagonista	O
é	O
recebido	O
por	O
sua	O
futura	O
vítima	O
,	O
Stephen	B-PESSOA_INDIVIDUAL
Albert	I-PESSOA_INDIVIDUAL
,	O
sujeito	O
que	O
fora	O
encarregado	O
de	O
decifrar	O
um	O
enigma	O
do	O
livro	O
escrito	O
por	O
Ts'ui	B-PESSOA_INDIVIDUAL
Pen	I-PESSOA_INDIVIDUAL
.	O
Este	O
,	O
que	O
era	O
um	O
antepassado	O
do	O
próprio	O
personagem	O
principal	O
,	O
tinha	O
abandonado	O
sua	O
próspera	O
vida	O
(	O
era	O
governador	O
de	O
sua	O
província	O
,	O
doutor	O
em	O
astronomia	O
,	O
em	O
astrologia	O
,	O
enxadrista	O
,	O
calígrafo	O
e	O
famoso	O
poeta	O
)	O
para	O
compor	O
um	O
labirinto	O
e	O
um	O
livro.	O
No	O
entanto	O
,	O
o	O
enigma	O
revelado	O
por	O
Albert	B-PESSOA_INDIVIDUAL
é	O
justamente	O
que	O
o	O
livro	O
e	O
o	O
labirinto	O
são	O
o	O
mesmo	O
objeto.	O
A	O
chave	O
para	O
a	O
descoberta	O
estava	O
num	O
fragmento	O
de	O
uma	O
carta	O
deixada	O
por	O
Ts'ui	B-PESSOA_INDIVIDUAL
Pen	I-PESSOA_INDIVIDUAL
,	O
no	O
qual	O
estava	O
escrito	O
:	O
``	O
Deixo	O
aos	O
vários	O
futuros	O
(	O
não	O
a	O
todos	O
)	O
meu	O
jardim	O
de	O
caminhos	O
que	O
se	O
bifurcam	O
''	O
(	O
BORGES	O
,	O
1995	O
:	O
94	O
94	O
|	O
BORGES	O
,	O
1995	O
:	O
94	O
)	O
.	O
Salgado	B-PESSOA_INDIVIDUAL
,	O
o	O
fotógrafo	O
da	O
África	B-ABSTRACCAO_IDEIA
perdida	O
``	O
África	B-OBRA_REPRODUZIDA
``	O
do	O
fotojornalista	O
Sebastião	B-PESSOA_INDIVIDUAL
Salgado	I-PESSOA_INDIVIDUAL
é	O
um	O
murro	O
na	O
alma	O
,	O
um	O
livro	O
que	O
consegue	O
ainda	O
surpreender	O
os	O
nossos	O
olhos	O
tão	O
viciados	O
que	O
estão	O
na	O
catadupa	O
de	O
imagens	O
que	O
invadem	O
o	O
nosso	O
quotidiano.	O
É	O
também	O
o	O
carimbo	O
que	O
autentica	O
a	O
vitalidade	O
do	O
fotojornalismo	O
de	O
referência	O
,	O
no	B-TEMPO_GENERICO
tempo	I-TEMPO_GENERICO
em	O
que	O
num	O
ápice	O
de	B-TEMPO_DURACAO
5	I-TEMPO_DURACAO
anos	I-TEMPO_DURACAO
a	O
fotografia	O
digital	O
e	O
toda	O
ferramenta	O
que	O
permite	O
uma	O
nova	O
linguagem	O
multimédia	O
,	O
pareciam	O
condenar	O
o	O
preto-e-branco	O
como	O
a	O
última	O
sessão	O
fotográfica.	O
Conheci	O
o	O
Sebastião	B-PESSOA_INDIVIDUAL
Salgado	I-PESSOA_INDIVIDUAL
em	O
Fátima	B-LOCAL_HUMANO
no	B-TEMPO_TEMPO_CALEND
ano	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
1979	I-TEMPO_TEMPO_CALEND
.	O
Ao	O
meu	O
lado	O
apareceu	O
um	O
fotógrafo	O
estrangeiro	O
,	O
de	O
ar	O
cansado	O
e	O
que	O
começou	O
a	O
comentar	O
como	O
era	O
louco	O
um	O
velhote	O
com	O
as	O
pernas	O
entrapadas	O
que	O
teimava	O
em	O
iniciar	O
de	O
joelhos	O
mais	O
uma	O
dolorosa	O
promessa.	O
O	O
António	B-PESSOA_INDIVIDUAL
Pedro	I-PESSOA_INDIVIDUAL
Ferreira	I-PESSOA_INDIVIDUAL
,	O
outro	O
fotógrafo	O
peregrino	O
,	O
reconheceu-o	O
logo	O
como	O
sendo	O
o	O
Sebastião	B-PESSOA_INDIVIDUAL
Salgado	I-PESSOA_INDIVIDUAL
.	O
Na	O
época	O
ele	O
ainda	O
não	O
era	O
muito	O
conhecido	O
,	O
tinha	O
iniciado	O
a	O
carreira	O
de	O
fotógrafo	O
em	B-TEMPO_TEMPO_CALEND
1975	I-TEMPO_TEMPO_CALEND
,	O
em	O
Angola	B-LOCAL_HUMANO
,	O
fotografando	O
a	O
aventura	O
portuguesa	O
na	B-TEMPO_TEMPO_CALEND
hora	I-TEMPO_TEMPO_CALEND
da	O
descolonização.	O
Mandara	O
às	O
urtigas	O
uma	O
profissão	O
respeitável	O
de	O
economista	O
e	O
descobrira	O
que	O
a	O
fotografia	O
era	O
o	O
meio	O
ideal	O
para	O
mostrar	O
ao	O
Mundo	B-PESSOA_POVO
a	O
saga	O
do	O
sofrimento	O
humano.	O
As	O
suas	O
fotos	O
tinham	O
sido	O
publicadas	O
na	O
Photo	B-LOCAL_VIRTUAL
e	O
no	O
Paris-Match	B-LOCAL_VIRTUAL
,	O
que	O
eu	O
me	O
lembre	O
,	O
e	O
tinham-me	O
marcado	O
pela	O
capacidade	O
de	O
testemunharem	O
momentos	O
únicos	O
,	O
aliando	O
o	O
olhar	O
jornalístico	O
,	O
ao	O
apuro	O
técnico	O
,	O
a	O
sensibilidade	O
social	O
ao	O
rigor	O
estético.	O
Sempre	O
me	O
intrigou	O
,	O
e	O
hoje	B-TEMPO_TEMPO_CALEND
de	O
novo	O
ao	O
ver	O
o	O
``	O
África	B-OBRA_REPRODUZIDA
``	O
onde	O
estão	O
também	O
essas	O
fotos	O
,	O
como	O
é	O
que	O
um	O
fotógrafo	O
sem	O
experiência	O
já	O
conseguia	O
enquadrar	O
de	O
uma	O
forma	O
tão	O
rigorosa	O
e	O
com	O
um	O
carácter	O
tão	O
forte.	O
Só	O
os	O
mestres	O
o	O
conseguem	O
com	O
muita	O
maturidade	O
mas	O
ele	O
já	O
alinhava	O
na	O
grelha	O
de	O
partida	O
em	O
primeiro	O
para	O
aquela	O
que	O
acabaria	O
por	O
ser	O
uma	O
carreira	O
fulgurante.	O
Em	O
Fátima	B-LOCAL_HUMANO
,	O
no	B-TEMPO_TEMPO_CALEND
dia	I-TEMPO_TEMPO_CALEND
seguinte	I-TEMPO_TEMPO_CALEND
pela	I-TEMPO_TEMPO_CALEND
manhã	I-TEMPO_TEMPO_CALEND
voltei	O
a	O
encontrá-lo	O
,	O
sempre	O
com	O
o	O
António	B-PESSOA_INDIVIDUAL
Pedro	I-PESSOA_INDIVIDUAL
Ferreira	I-PESSOA_INDIVIDUAL
ao	O
lado	O
,	O
e	O
ele	O
acabou	O
por	O
confessar	O
(	O
o	O
lugar	O
prestava-se	O
a	O
isso	O
!	O
)	O
que	O
tinha	O
adormecido	O
na	O
véspera	O
no	O
quarto	O
do	O
hotel	O
,	O
depois	O
de	O
um	O
jantar	O
reconfortante	O
falhando	O
assim	O
as	O
fotografias	O
da	O
Procissão	B-ACONTECIMENTO_ORGANIZADO
das	I-ACONTECIMENTO_ORGANIZADO
Velas	I-ACONTECIMENTO_ORGANIZADO
.	O
Eu	O
já	O
contei	O
esta	O
história	O
mas	O
gosto	O
de	O
a	O
repetir	O
porque	O
ela	O
desmistifica	O
a	O
ideia	O
de	O
que	O
os	O
grandes	O
repórteres	O
são	O
infalíveis.	O
Não	O
são.	O
Falar	O
das	O
fotografias	O
do	O
Sebastião	B-PESSOA_INDIVIDUAL
Salgado	I-PESSOA_INDIVIDUAL
é	O
redundante.	O
Elas	O
falam	O
,	O
dizem	O
,	O
explicam	O
,	O
sugerem	O
,	O
escondem	O
,	O
denunciam	O
,	O
por	O
si	O
,	O
a	O
visão	O
grandiosa	O
do	O
fotojornalista-autor.	O
Interessante	O
é	O
o	O
método	O
de	O
Salgado	B-PESSOA_INDIVIDUAL
para	O
concretizar	O
as	O
suas	O
reportagens.	O
Trabalha	O
com	O
uma	O
equipa	O
reduzida.	O
A	O
mulher	O
,	O
arquitecta	O
,	O
dá-lhe	O
apoio	O
na	O
produção	O
,	O
no	O
design	O
que	O
transporta	O
as	O
fotografias.	O
Depois	O
conta	O
com	O
mais	O
duas	O
ou	O
três	O
pessoas	O
num	O
pequeno	O
apartamento	O
em	O
Paris	B-LOCAL_HUMANO
.	O
Por	O
detrás	O
das	O
suas	O
imagens	O
uma	O
ideia	O
,	O
um	O
projecto	O
,	O
uma	O
produção	O
,	O
um	O
fim.	O
Salgado	B-PESSOA_INDIVIDUAL
não	O
fotografa	O
à	O
solta	O
,	O
não	O
dispara	O
sem	O
objectivo.	O
Por	O
isso	O
as	O
suas	O
fotografias	O
demoram	O
anos	B-TEMPO_DURACAO
a	O
fazer	O
,	O
editar	O
,	O
imprimir	O
,	O
mostrar.	O
Durante	B-TEMPO_DURACAO
muitos	I-TEMPO_DURACAO
anos	I-TEMPO_DURACAO
o	O
fotógrafo	O
trabalhou	O
nas	O
agências	O
Sygma	B-ORGANIZACAO_EMPRESA
e	O
Gamma	B-ORGANIZACAO_EMPRESA
e	O
mais	B-TEMPO_TEMPO_CALEND
tarde	I-TEMPO_TEMPO_CALEND
foi	O
membro	O
da	O
Magnum	B-ORGANIZACAO_EMPRESA
.	O
Para	O
ter	O
fundo	O
de	O
maneio	O
para	O
poder	O
realizar	O
muitas	O
das	O
fotografias	O
que	O
agora	O
aparecem	O
no	O
``	O
África	B-OBRA_REPRODUZIDA
``	O
,	O
trabalhava	O
nove	B-TEMPO_DURACAO
meses	I-TEMPO_DURACAO
em	O
Paris	B-LOCAL_HUMANO
a	O
fazer	O
conselhos	O
de	O
ministros	O
,	O
política	O
,	O
faits-divers	O
,	O
para	O
poder	O
financiar	O
os	O
seus	O
projectos	O
especiais	O
a	O
preto-e-branco	O
com	O
cariz	O
de	O
autor	O
,	O
durante	B-TEMPO_DURACAO
os	I-TEMPO_DURACAO
restantes	I-TEMPO_DURACAO
três	I-TEMPO_DURACAO
meses	I-TEMPO_DURACAO
do	I-TEMPO_DURACAO
ano	I-TEMPO_DURACAO
.	O
O	O
trabalho	O
mais	O
bem	O
pago	O
como	O
fotojornalista	O
foram	O
as	O
fotografias	O
que	O
fez	O
por	O
mero	O
acaso	O
do	O
atentado	O
a	O
Ronald	B-PESSOA_INDIVIDUAL
Reagen	I-PESSOA_INDIVIDUAL
.	O
A	O
revista	O
Time	B-PESSOA_GRUPOMEMBRO
tinha-lhe	O
pedido	O
para	O
seguir	O
o	O
Presidente	B-PESSOA_CARGO
durante	B-TEMPO_DURACAO
um	I-TEMPO_DURACAO
mês	I-TEMPO_DURACAO
,	O
ele	O
fê-lo	O
com	O
alguma	O
contrariedade	O
e	O
acabou	O
por	O
estar	O
no	O
sítio	O
certo	O
,	O
à	O
hora	O
exacta	O
,	O
no	O
instante	O
decisivo.	O
Havia	O
mais	O
dois	O
fotógrafos	O
a	O
seu	O
lado	O
,	O
um	O
deles	O
da	O
Associated	B-ORGANIZACAO_EMPRESA
Press	I-ORGANIZACAO_EMPRESA
que	O
fez	O
fotos	O
muito	O
melhores	O
,	O
mais	O
nítidas	O
e	O
mais	O
perto	O
,	O
do	O
que	O
as	O
dele	O
,	O
mas	O
Salgado	B-PESSOA_INDIVIDUAL
conseguiu	O
mesmo	O
assim	O
com	O
a	O
venda	O
dessas	O
imagens	O
,	O
um	O
pouco	O
tremidas	O
,	O
comprar	O
um	O
pequeno	O
apartamento	O
em	O
Paris	B-LOCAL_HUMANO
.	O
A	O
obra	O
de	O
Salgado	B-PESSOA_INDIVIDUAL
supera	O
muito	O
do	O
que	O
tem	O
sido	O
em	O
geral	O
nos	B-TEMPO_TEMPO_CALEND
últimos	I-TEMPO_TEMPO_CALEND
30	I-TEMPO_TEMPO_CALEND
anos	I-TEMPO_TEMPO_CALEND
a	O
fotografia	O
documental.	O
Não	O
há	O
outro	O
fotógrafo	O
na	O
arte	O
de	O
testemunhar	O
com	O
uma	O
tão	O
extensa	O
foto-galeria.	O
Mas	O
se	O
o	O
público	O
enche	O
aos	O
milhares	O
as	O
suas	O
exposições	O
e	O
corre	O
a	O
comprar	O
os	O
seus	O
foto-álbuns	O
,	O
há	O
uma	O
elite	O
da	O
fotografia	O
que	O
questiona	O
o	O
sucesso	O
comercial	O
assente	O
no	O
testemunho	O
da	O
tragédia	O
alheia	O
,	O
mesmo	O
que	O
haja	O
no	O
seu	O
discurso	O
visual	O
e	O
falado	O
uma	O
obsessão	O
de	O
esquerda	O
pelo	O
estado	O
das	O
coisas	O
e	O
pelos	O
desígnios	O
da	O
Humanidade	B-PESSOA_POVO
.	O
É	O
um	O
fotógrafo	O
que	O
ainda	O
atravessa	O
da	O
película	O
para	O
o	O
digital	O
,	O
que	O
permanece	O
um	O
artesão	O
,	O
e	O
que	O
está	O
angustiado	O
porque	O
duvida	O
conseguir	O
no	O
mercado	O
a	O
tempo	O
película	O
a	O
preto	O
e	O
branco	O
para	O
poder	O
acabar	O
o	O
seu	O
novo	O
projecto.	O
Com	O
``	O
África	B-OBRA_REPRODUZIDA
``	O
regressamos	O
ao	O
tempo	O
perdido	O
e	O
com	O
Salgado	B-PESSOA_INDIVIDUAL
revivemos	O
o	O
melhor	O
que	O
há	O
na	O
essência	O
do	O
fotojornalismo	O
documental.	O
Luiz	B-PESSOA_INDIVIDUAL
Carvalho	I-PESSOA_INDIVIDUAL
,	O
fotojornalista	O
do	O
Expresso	B-ORGANIZACAO_EMPRESA
Panda	B-ORGANIZACAO_EMPRESA
elege	O
os	O
vírus	O
mais	O
curiosos	O
de	B-TEMPO_TEMPO_CALEND
2007	I-TEMPO_TEMPO_CALEND
O	O
laboratório	O
anti-malware	O
da	O
Panda	B-ORGANIZACAO_EMPRESA
Security	I-ORGANIZACAO_EMPRESA
,	O
revelou	O
um	O
relatório	O
onde	O
agrupa	O
os	O
``	O
mais	O
curiosos	O
''	O
exemplos	O
de	O
malware	O
que	O
emergiram	O
no	B-TEMPO_TEMPO_CALEND
último	I-TEMPO_TEMPO_CALEND
semestre	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
2007	I-TEMPO_TEMPO_CALEND
.	O
Alguns	O
exemplos	O
da	O
lista	O
:	O
-O	O
código	O
malicioso	O
``	O
mais	O
pontual	O
''	O
detectado	O
nos	O
últimos	O
tempos	O
,	O
revela	O
a	O
Panda	B-OBRA_PLANO
,	O
foi	O
o	O
Trojan	B-COISA_CLASSE
Aifone.A	I-COISA_CLASSE
.	O
O	O
nome	O
não	O
engana	O
:	O
é	O
um	O
malware	O
associado	O
ao	O
iPhone	B-COISA_CLASSE
da	O
Apple	B-ORGANIZACAO_EMPRESA
.	O
Mal	O
tinha	O
acabado	O
de	O
ser	O
lançado	O
,	O
já	O
este	O
malware	O
o	O
promovia	O
,	O
mas	O
com	O
o	O
objectivo	O
de	O
