Mosteiro	B-OBRA_ARTE
servido	O
como	O
meio	O
de	O
divulgação	O
de	O
coletivos	O
como	O
o	O
Radioatividade	B-ABSTRACCAO_DISCIPLINA
,	O
ou	O
grupos	O
do	O
stencil	O
e	O
do	O
sticker	O
(	O
adesivo	O
)	O
como	O
Faca	B-ABSTRACCAO_DISCIPLINA
,	O
Coletivo	B-ABSTRACCAO_DISCIPLINA
Rua	I-ABSTRACCAO_DISCIPLINA
,	O
SHN	B-ABSTRACCAO_DISCIPLINA
,	O
entre	O
dezenas	O
de	O
outros.	O
Se	O
a	O
tecnologia	O
não	O
é	O
fundamento	O
básico	O
destes	O
grupos	O
para	O
ações	O
tipo	O
hacktivismo	O
,	O
net	O
arte	O
ou	O
similares	O
,	O
é	O
por	O
meio	O
dela	O
,	O
contudo	O
,	O
que	O
se	O
dá	O
a	O
dinâmica	O
de	O
ação	O
e	O
propagação	O
das	O
atividades	O
destes	O
grupos	O
na	O
vida	O
real.	O
Pois	O
uma	O
palavra-chave	O
de	O
todos	O
estes	O
coletivos	O
é	O
a	O
colaboração.	O
Espécie	O
de	O
buzzword	O
atualmente	O
,	O
a	O
colaboração	O
,	O
bem	O
como	O
termos	O
irmãos	O
como	O
livre	O
cooperação	O
,	O
comunidade	O
,	O
interação	O
e	O
rede	O
são	O
senhas	O
para	O
uma	O
transformação	O
que	O
está	O
se	O
dando	O
em	O
escala	O
global.	O
Foi	O
a	O
colaboração	O
que	O
permitiu	O
o	O
surgimento	O
de	O
movimentos	O
massivos	O
como	O
os	O
protestos	O
``	O
anti-globalização	O
''	O
,	O
bem	O
como	O
a	O
organização	O
de	O
festas-protesto	O
como	O
as	O
do	O
Reclaim	B-ABSTRACCAO_DISCIPLINA
the	I-ABSTRACCAO_DISCIPLINA
Streets	I-ABSTRACCAO_DISCIPLINA
,	O
ou	O
ainda	O
a	O
publicação	O
aberta	O
da	O
rede	O
Indymedia	B-ORGANIZACAO_INSTITUICAO
.	O
A	O
divisão	O
de	O
tarefas	O
,	O
o	O
compartilhamento	O
de	O
valores	O
e	O
a	O
liderança	O
coletiva	O
caracterizam	O
em	O
grande	O
parte	O
essas	O
organizações	O
cuja	O
tradução	O
mais	O
exata	O
é	O
a	O
filosofia	O
do	O
open	O
source.	O
Inicialmente	O
restrita	O
ao	O
círculo	O
de	O
programadores	O
e	O
geeks	O
,	O
a	O
idéia	O
da	O
criação	O
coletiva	O
e	O
distribuída	O
que	O
caracteriza	O
as	O
comunidades	O
Linux	B-ABSTRACCAO_DISCIPLINA
e	O
software	O
livre	O
tem	O
virado	O
fonte	O
de	O
inspiração	O
para	O
grupos	O
os	O
mais	O
diversos	O
que	O
estão	O
se	O
voltando	O
para	O
este	O
modo	O
de	O
trabalho	O
como	O
um	O
modelo	O
viável	O
e	O
menos	O
restritivo	O
,	O
não-hierárquico.	O
Tive	O
recentemente	O
a	O
oportunidade	O
de	O
participar	O
de	O
uma	O
conferência	O
sobre	O
o	O
tema	O
na	O
universidade	O
de	O
Buffalo	B-LOCAL_HUMANO
,	O
NY	B-LOCAL_HUMANO
.	O
Chamada	O
``	O
Redes	B-ABSTRACCAO_NOME
,	I-ABSTRACCAO_NOME
arte	I-ABSTRACCAO_NOME
e	I-ABSTRACCAO_NOME
colaboração	I-ABSTRACCAO_NOME
``	O
(	O
``	O
Networks	B-ABSTRACCAO_NOME
,	I-ABSTRACCAO_NOME
art	I-ABSTRACCAO_NOME
and	I-ABSTRACCAO_NOME
collaboration	I-ABSTRACCAO_NOME
``	O
)	O
,	O
e	O
organizada	O
pelo	O
artista	O
e	O
professor	O
de	O
novas	O
mídias	O
Trebor	B-PESSOA_INDIVIDUAL
Scholz	I-PESSOA_INDIVIDUAL
e	O
por	O
Geert	B-PESSOA_INDIVIDUAL
Lovink	I-PESSOA_INDIVIDUAL
,	O
net	O
crítico	O
e	O
teórico	O
de	O
mídia	O
tática	O
,	O
a	O
conferência	O
teve	O
o	O
mérito	O
de	O
reunir	O
diversos	O
ativistas	O
,	O
teóricos	O
e	O
artistas	O
que	O
trabalham	O
colaborativamente	O
,	O
e	O
pautou	O
por	O
abordar	O
diversas	O
facetas	O
da	O
questão	O
,	O
como	O
o	O
conflito	O
com	O
os	O
interesses	O
financeiros	O
das	O
grandes	O
instituições	O
do	O
capitalismo	O
,	O
os	O
conflitos	O
internos	O
dentro	O
da	O
dinâmica	O
coletiva	O
,	O
ou	O
as	O
diversas	O
iniciativas	O
em	O
áreas	O
que	O
vão	O
das	O
artes	O
à	O
educação	O
,	O
da	O
criação	O
em	O
rede	O
à	O
distribuição	O
livre	O
de	O
conhecimento.	O
O	O
tema	O
é	O
quente	O
o	O
bastante	O
para	O
gerar	O
semanas	B-TEMPO_DURACAO
de	O
debates	O
acalorados	O
,	O
mas	O
aqui	O
se	O
limitou	O
a	B-TEMPO_DURACAO
um	I-TEMPO_DURACAO
final	I-TEMPO_DURACAO
de	I-TEMPO_DURACAO
semana	I-TEMPO_DURACAO
onde	O
se	O
sucederam	O
mesas	O
abertas	O
,	O
performances	O
e	O
apresentações	O
de	O
projetos.	O
Teóricos	O
e	O
historiadores	O
de	O
arte	O
ativista	O
em	O
coletivos	O
como	O
Gregory	B-PESSOA_INDIVIDUAL
Sholette	I-PESSOA_INDIVIDUAL
,	O
Alan	B-PESSOA_INDIVIDUAL
Moore	I-PESSOA_INDIVIDUAL
e	O
Brian	B-PESSOA_INDIVIDUAL
Holmes	I-PESSOA_INDIVIDUAL
,	O
grupos	O
como	O
Critical	B-PESSOA_GRUPOMEMBRO
Art	I-PESSOA_GRUPOMEMBRO
Ensemble	I-PESSOA_GRUPOMEMBRO
e	O
Guerrilla	B-PESSOA_GRUPOMEMBRO
Girls	I-PESSOA_GRUPOMEMBRO
,	O
net	O
críticos	O
como	O
McKenzie	B-PESSOA_INDIVIDUAL
Wark	I-PESSOA_INDIVIDUAL
,	O
ou	O
o	O
teórico	O
maior	O
da	O
colaboração	O
online	O
,	O
o	O
alemão	O
Cristoph	B-PESSOA_INDIVIDUAL
Spehr	I-PESSOA_INDIVIDUAL
,	O
estiveram	O
presentes.	O
Spehr	B-PESSOA_INDIVIDUAL
,	O
autor	O
do	O
cultuado	O
livro	O
Die	O
Aliens	O
sind	O
unter	O
uns	O
!	O
(	O
``	O
''	B-OBRA_REPRODUZIDA
Os	I-OBRA_REPRODUZIDA
alienígenas	I-OBRA_REPRODUZIDA
estão	I-OBRA_REPRODUZIDA
entre	I-OBRA_REPRODUZIDA
nós	I-OBRA_REPRODUZIDA
!	I-OBRA_REPRODUZIDA
``	O
)	O
,	O
tem	O
servido	O
como	O
o	O
melhor	O
tradutor	O
da	O
mecânica	O
funcional	O
do	O
código	O
aberto	O
(	O
open	O
source	O
)	O
para	O
o	O
campo	O
da	O
política	O
,	O
da	O
organização	O
social	O
,	O
e	O
da	O
economia.	O
Entre	O
alguns	O
pontos	O
fundamentais	O
,	O
Spehr	B-PESSOA_INDIVIDUAL
defende	O
a	O
noção	O
de	O
que	O
as	O
relações	O
devem	O
se	O
basear	O
na	O
liberdade	O
e	O
igualdade	O
de	O
uns	O
para	O
com	O
os	O
outros	O
e	O
com	O
a	O
cooperação	O
;	O
que	O
regras	O
devem	O
ser	O
estabelecidas	O
,	O
negociadas	O
(	O
e	O
cumpridas	O
)	O
para	O
que	O
a	O
cooperação	O
funcione	O
;	O
que	O
conflitos	O
que	O
surjam	O
ao	O
longo	O
dessas	O
negociações	O
podem	O
construir	O
o	O
respeito	O
mútuo	O
,	O
a	O
independência	O
na	O
cooperação	O
e	O
nos	O
tornar	O
mais	O
fortes	O
;	O
e	O
que	O
organização	O
,	O
lealdade	O
para	O
com	O
as	O
pessoas	O
,	O
não	O
com	O
as	O
instituições	O
,	O
e	O
auto-confiança	O
,	O
são	O
elementos	O
essenciais.	O
Em	O
seu	O
livro	O
,	O
num	O
estilo	O
que	O
remixa	O
ensaio	O
e	O
ficção	O
científica	O
,	O
grupos	O
colaborativos	O
independentes	O
e	O
autônomos	O
seriam	O
os	O
grandes	O
monstros	O
que	O
ameaçam	O
o	O
atual	O
estágio	O
do	O
neo-liberalismo	O
corporativo.	O
Espécie	O
de	O
alienígenas	O
no	O
meio	O
da	O
lógica	O
capitalista	O
da	O
competitividade	O
e	O
das	O
redes	O
de	O
``	O
cooperação	O
forçada	O
''	O
,	O
os	O
coletivos	O
colaborativos	O
autônomos	O
atuam	O
numa	O
esfera	O
que	O
transcende	O
a	O
mercantilização	O
e	O
podem	O
efetuar	O
uma	O
troca	O
auto-sustentável	O
que	O
,	O
se	O
aplicada	O
em	O
larga	O
escala	O
-	O
o	O
que	O
para	O
muitos	O
é	O
pura	O
utopia	O
-	O
,	O
correria	O
o	O
risco	O
de	O
transformar	O
totalmente	O
a	O
paisagem	O
social	O
,	O
econômica	O
e	O
política	O
do	O
planeta.	O
Comunismo	O
open	O
source	O
?	O
Talvez	O
,	O
pelo	O
menos	O
é	O
o	O
que	O
Spehr	B-PESSOA_INDIVIDUAL
acredita	O
,	O
com	O
um	O
otimismo	O
desafiante	O
,	O
o	O
mesmo	O
que	O
o	O
faz	O
organizar	O
a	O
conferência	O
anual	O
``	O
Out	B-ACONTECIMENTO_ORGANIZADO
of	I-ACONTECIMENTO_ORGANIZADO
This	I-ACONTECIMENTO_ORGANIZADO
World	I-ACONTECIMENTO_ORGANIZADO
em	O
Bremen	B-LOCAL_HUMANO
,	O
onde	O
junta	O
programadores	O
,	O
ativistas	O
,	O
escritores	O
de	O
ficção	O
científica	O
,	O
filósofos	O
e	O
teóricos	O
para	O
debater	O
a	O
aplicação	O
do	O
código	O
aberto	O
à	O
transformação	O
social	O
visando	O
o	O
futuro.	O
Por	O
outro	O
lado	O
,	O
o	O
capitalismo	O
há	O
muito	O
já	O
aprendeu	O
a	O
trabalhar	O
em	O
rede.	O
O	O
fenômeno	O
dos	O
coletivos	O
de	O
livre	O
cooperação	O
na	O
esfera	O
artístico-ativista	O
encontra	O
seu	O
paralelo	O
nos	O
grupos	O
criativos	O
de	O
trabalho	O
descentralizado	O
e	O
flexível	O
produzindo	O
para	O
o	O
mercado.	O
Como	O
diz	O
o	O
teórico	O
Brian	B-PESSOA_INDIVIDUAL
Holmes	I-PESSOA_INDIVIDUAL
num	O
ensaio	O
sobre	O
a	O
questão	O
(	O
2	O
)	O
,	O
esse	O
tipo	O
de	O
organização	O
característica	O
da	O
produção	O
imaterial	O
no	O
atual	O
estágio	O
capitalista	O
do	O
pós-fordismo	O
,	O
seria	O
o	O
da	O
``	O
personalidade	O
flexível	O
''	O
,	O
adaptativa	O
e	O
versátil	O
em	O
sua	O
atuação	O
profissional	O
,	O
a	O
qual	O
,	O
obviamente	O
não	O
excluiria	O
sob	O
hipótese	O
alguma	O
a	O
competição	O
ou	O
o	O
controle	O
pela	O
vigilância	O
,	O
ainda	O
que	O
à	O
distância.	O
Para	O
combatê-la	O
,	O
só	O
um	O
ativismo	O
``	O
flexível	O
''	O
que	O
,	O
mesmo	O
por	O
sua	O
característica	O
cooperativa	O
e	O
autônoma	O
,	O
se	O
adaptasse	O
à	O
configuração	O
de	O
um	O
mundo	O
cada	O
vez	O
mais	O
baseado	O
em	O
redes	O
,	O
distribuído	O
em	O
setores	O
terceirizados	O
,	O
``	O
aparentemente	O
''	O
independentes.	O
Em	O
se	O
tratando	O
da	O
internet	O
,	O
o	O
crescente	O
uso	O
das	O
redes	O
de	O
compartilhamento	O
peer-to-peer	O
,	O
weblogs	O
,	O
software	O
livre	O
,	O
listas	O
de	O
discussão	O
,	O
publicações	O
abertas	O
tipo	O
slashdot	O
,	O
wiki	O
ou	O
Indymedia	B-COISA_CLASSE
,	O
as	O
bibliotecas	O
online	O
de	O
livre	O
acesso	O
,	O
foruns	O
e	O
todas	O
as	O
outras	O
formas	O
operacionais	O
das	O
comunidades	O
na	O
rede	O
estariam	O
abrindo	O
o	O
caminho	O
para	O
essa	O
transformação	O
pelo	O
trabalho	O
colaborativo	O
que	O
os	O
ativistas	O
e	O
coletivos	O
de	B-TEMPO_GENERICO
hoje	I-TEMPO_GENERICO
usam	O
como	O
tática	O
de	O
resistência	O
e	O
cuja	O
disseminação	O
compartilhada	O
podem	O
ter	O
consequências	O
ainda	O
imprevisíveis.	O
Como	O
diz	O
Geert	B-PESSOA_INDIVIDUAL
Lovink	I-PESSOA_INDIVIDUAL
em	O
seu	O
último	O
livro	O
,	O
My	B-OBRA_REPRODUZIDA
First	I-OBRA_REPRODUZIDA
Recession	I-OBRA_REPRODUZIDA
,	O
a	O
cultura	O
da	O
internet	O
``	O
é	O
um	O
meio	O
global	O
no	O
qual	O
redes	O
sociais	O
são	O
moldadas	O
por	O
uma	O
mistura	O
de	O
regras	O
implícitas	O
,	O
redes	O
informais	O
,	O
conhecimento	O
,	O
convenções	O
e	O
rituais	O
coletivos	O
''	O
(	O
3	O
)	O
.	O
Procurar	O
entender	O
o	O
atual	O
fenômeno	O
dos	O
coletivos	O
ignorando	O
essa	O
dinâmica	O
de	O
código	O
e	O
cultura	O
,	O
ou	O
seja	O
,	O
modus	O
operandi	O
,	O
instrumentos	O
,	O
ativismos	O
e	O
lutas	O
democráticas	O
face	O
a	O
uma	O
crescente	O
repressão	O
na	O
guerra	O
global	O
do	O
capital	O
,	O
equivaleria	O
a	O
esquecer	O
por	O
completo	O
a	O
senha	O
na	B-TEMPO_TEMPO_CALEND
hora	I-TEMPO_TEMPO_CALEND
de	O
logar.	O
Esqueceu	O
sua	O
senha	O
?	O
MINISTÉRIOS	B-ORGANIZACAO_ADMINISTRACAO
DO	I-ORGANIZACAO_ADMINISTRACAO
AMBIENTE	I-ORGANIZACAO_ADMINISTRACAO
,	I-ORGANIZACAO_ADMINISTRACAO
DO	I-ORGANIZACAO_ADMINISTRACAO
ORDENAMENTO	I-ORGANIZACAO_ADMINISTRACAO
DO	I-ORGANIZACAO_ADMINISTRACAO
TERRITÓRIO	I-ORGANIZACAO_ADMINISTRACAO
E	I-ORGANIZACAO_ADMINISTRACAO
DO	I-ORGANIZACAO_ADMINISTRACAO
DESENVOLVIMENTO	I-ORGANIZACAO_ADMINISTRACAO
REGIONAL	I-ORGANIZACAO_ADMINISTRACAO
E	O
DA	B-ORGANIZACAO_ADMINISTRACAO
AGRICULTURA	I-ORGANIZACAO_ADMINISTRACAO
,	I-ORGANIZACAO_ADMINISTRACAO
DO	I-ORGANIZACAO_ADMINISTRACAO
DESENVOLVIMENTO	I-ORGANIZACAO_ADMINISTRACAO
RURAL	I-ORGANIZACAO_ADMINISTRACAO
E	I-ORGANIZACAO_ADMINISTRACAO
DAS	I-ORGANIZACAO_ADMINISTRACAO
PESCAS	I-ORGANIZACAO_ADMINISTRACAO
.	O
Portaria	O
n.º	O
1/2008	O
de	B-TEMPO_TEMPO_CALEND
2	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
Janeiro	I-TEMPO_TEMPO_CALEND
Com	O
fundamento	O
no	O
disposto	O
na	O
alínea	O
a	O
)	O
do	O
artigo	O
40.º	O
e	O
no	O
n.º	O
1	O
do	O
artigo	O
118.º	O
do	O
Decreto-Lei	O
n.º	O
202/2004	O
,	O
de	B-TEMPO_TEMPO_CALEND
18	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
Agosto	I-TEMPO_TEMPO_CALEND
,	O
com	O
as	O
alterações	O
introduzidas	O
pelo	O
Decreto-Lei	O
n.º	O
201/2005	O
,	O
de	B-TEMPO_TEMPO_CALEND
24	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
Novembro	I-TEMPO_TEMPO_CALEND
;	O
Ouvido	O
o	O
Conselho	B-ORGANIZACAO_ADMINISTRACAO
Cinegético	I-ORGANIZACAO_ADMINISTRACAO
Municipal	I-ORGANIZACAO_ADMINISTRACAO
de	O
Montemor-o-Novo	B-LOCAL_HUMANO
:	O
Manda	O
o	O
Governo	B-ORGANIZACAO_ADMINISTRACAO
,	O
pelos	O
Ministros	B-PESSOA_CARGO
do	I-PESSOA_CARGO
Ambiente	I-PESSOA_CARGO
,	I-PESSOA_CARGO
do	I-PESSOA_CARGO
Ordenamento	I-PESSOA_CARGO
do	I-PESSOA_CARGO
Território	I-PESSOA_CARGO
e	I-PESSOA_CARGO
do	I-PESSOA_CARGO
Desenvolvimento	I-PESSOA_CARGO
Regional	I-PESSOA_CARGO
e	O
da	B-PESSOA_CARGO
Agricultura	I-PESSOA_CARGO
,	I-PESSOA_CARGO
do	I-PESSOA_CARGO
Desenvolvimento	I-PESSOA_CARGO
Rural	I-PESSOA_CARGO
e	I-PESSOA_CARGO
das	I-PESSOA_CARGO
Pescas	I-PESSOA_CARGO
,	O
o	O
seguinte	O
:	O
1.º	O
Pela	O
presente	O
portaria	O
é	O
concessionada	O
,	O
pelo	B-TEMPO_DURACAO
período	I-TEMPO_DURACAO
de	I-TEMPO_DURACAO
12	I-TEMPO_DURACAO
anos	I-TEMPO_DURACAO
,	O
à	O
Associação	B-ORGANIZACAO_INSTITUICAO
de	I-ORGANIZACAO_INSTITUICAO
Caçadores	I-ORGANIZACAO_INSTITUICAO
da	O
Ajuda	B-LOCAL_HUMANO
,	O
com	O
o	O
número	O
de	O
identificação	O
fiscal	O
502302569	O
e	O
sede	O
na	O
Rua	B-LOCAL_HUMANO
de	I-LOCAL_HUMANO
D.	I-LOCAL_HUMANO
Vasco	I-LOCAL_HUMANO
,	O
7	O
,	O
7050	O
Montemor-o-Novo	B-LOCAL_HUMANO
,	O
a	O
zona	O
de	O
caça	O
associativa	O
da	O
Herdade	B-LOCAL_HUMANO
da	I-LOCAL_HUMANO
Casa	I-LOCAL_HUMANO
Branca	I-LOCAL_HUMANO
e	O
outras	O
(	O
processo	O
n.º	O
4799-DGRF	O
)	O
,	O
englobando	O
vários	O
prédios	O
rústicos	O
cujos	O
limites	O
constam	O
da	O
planta	O
anexa	O
à	O
presente	O
portaria	O
e	O
que	O
dela	O
faz	O
parte	O
integrante	O
,	O
sitos	O
na	O
freguesia	O
de	O
Cabrela	B-LOCAL_HUMANO
,	O
município	O
de	O
Montemor-o-Novo	B-LOCAL_HUMANO
,	O
com	O
a	O
área	O
de	O
545	B-VALOR_QUANTIDADE
ha	I-VALOR_QUANTIDADE
.	O
2.º	O
A	O
concessão	O
de	O
alguns	O
terrenos	O
incluídos	O
em	O
áreas	O
classificadas	O
poderá	O
terminar	O
,	O
sem	O
direito	O
a	O
indemnização	O
,	O
sempre	O
que	O
sejam	O
introduzidas	O
novas	O
condicionantes	O
por	O
planos	O
especiais	O
de	O
ordenamento	O
do	O
território	O
ou	O
obtidos	O
dados	O
científicos	O
que	O
comprovem	O
a	O
incompatibilidade	O
da	O
actividade	O
cinegética	O
com	O
a	O
conservação	O
da	O
natureza	O
,	O
até	O
um	O
máximo	O
de	O
10	B-VALOR_QUANTIDADE
%	I-VALOR_QUANTIDADE
da	O
área	O
total	O
da	O
zona	O
de	O
caça.	O
3.º	O
A	O
zona	O
de	O
caça	O
concessionada	O
pela	O
presente	O
portaria	O
produz	O
efeitos	O
relativamente	O
a	O
terceiros	O
com	O
a	O
instalação	O
da	O
respectiva	O
sinalização.	O
Pelo	O
Ministro	B-PESSOA_CARGO
do	I-PESSOA_CARGO
Ambiente	I-PESSOA_CARGO
,	I-PESSOA_CARGO
do	I-PESSOA_CARGO
Ordenamento	I-PESSOA_CARGO
do	I-PESSOA_CARGO
Território	I-PESSOA_CARGO
e	I-PESSOA_CARGO
do	I-PESSOA_CARGO
Desenvolvimento	I-PESSOA_CARGO
Regional	I-PESSOA_CARGO
,	O
Humberto	B-PESSOA_INDIVIDUAL
Delgado	I-PESSOA_INDIVIDUAL
Ubach	I-PESSOA_INDIVIDUAL
Chaves	I-PESSOA_INDIVIDUAL
Rosa	I-PESSOA_INDIVIDUAL
,	O
Secretário	B-PESSOA_CARGO
de	I-PESSOA_CARGO
Estado	I-PESSOA_CARGO
do	I-PESSOA_CARGO
Ambiente	I-PESSOA_CARGO
,	O
em	B-TEMPO_TEMPO_CALEND
23	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
Novembro	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
2007	I-TEMPO_TEMPO_CALEND
.	O
--	O
-	O
O	O
Ministro	B-PESSOA_CARGO
da	I-PESSOA_CARGO
Agricultura	I-PESSOA_CARGO
,	I-PESSOA_CARGO
do	I-PESSOA_CARGO
Desenvolvimento	I-PESSOA_CARGO
Rural	I-PESSOA_CARGO
e	I-PESSOA_CARGO
das	I-PESSOA_CARGO
Pescas	I-PESSOA_CARGO
,	O
Jaime	B-PESSOA_INDIVIDUAL
de	I-PESSOA_INDIVIDUAL
Jesus	I-PESSOA_INDIVIDUAL
Lopes	I-PESSOA_INDIVIDUAL
Silva	I-PESSOA_INDIVIDUAL
,	O
em	B-TEMPO_TEMPO_CALEND
30	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
Novembro	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
2007	I-TEMPO_TEMPO_CALEND
.	O
contra-revoluções	O
musicais	O
Talvez	O
que	O
,	O
tendo	O
a	O
música	O
uma	O
componente	O
tão	O
física	O
não	O
seja	O
apetecível	O
o	O
aleatório	O
,	O
o	O
algorítmico.	O
É	O
mais	O
do	O
que	O
tropeçar	O
,	O
caír	O
,	O
espalhar	O
o	O
corpo	O
em	O
mil	O
bocados.	O
''	O
Se	O
a	O
música	O
comtemporânea	O
pôde	O
ser	O
considerada	O
incompreensível	O
quanto	O
ao	O
seu	O
código	O
de	O
leitura	O
,	O
hoje	B-TEMPO_TEMPO_CALEND
já	O
não	O
é	O
a	O
música	O
que	O
se	O
tornou	O
incompreensível	O
mas	O
sim	O
o	O
público	O
.	O
''	O
Metzger	O
,	O
Heins-Klaus.cit.	O
,	O
p.2	O
Afinal	O
não	O
somos	O
todos	O
o	O
mesmo	O
público	O
?	O
posted	O
by	O
DGP	O
@	O
4:29	O
AM	O
2	B-VALOR_QUANTIDADE
Comments	O
:	O
At	O
1:55	O
PM	O
,	O
César	O
Viana	O
said	O
...	O
Será	O
que	O
hoje	B-TEMPO_GENERICO
ainda	O
podemos	O
falar	O
de	O
``	O
a	O
''	O
música	O
contemporânea	O
?	O
Há	O
uma	O
diversidade	O
de	O
manifestações	O
que	O
se	O
movem	O
nesta	O
área	O
,	O
desde	O
as	O
mais	O
exigentes	O
às	O
mais	O
oportunisticamente	O
simplistas	O
,	O
todas	O
sobre	O
essa	O
mesma	O
capa	O
de	O
``	O
música	O
contemporânea	O
''	O
.	O
At	O
2:20	O
AM	O
,	O
DGP	O
said	O
...	O
Claro	O
que	O
sim	O
!	O
Nem	O
sei	O
bem	O
em	O
que	O
contexto	O
escrevi	O
este	O
post.	O
Estava	O
a	O
reler	O
um	O
livro	O
-	O
Revoluções	O
Musicais	O
,	O
a	O
música	O
contemporânea	O
depois	O
de	O
1945	O
Pareceu-me	O
infeliz	O
a	O
frase	O
de	O
Heinz-Klaus	B-PESSOA_INDIVIDUAL
(	O
``	O
já	O
não	O
é	O
a	O
música	O
que	O
se	O
tornou	O
incompreensível	O
mas	O
sim	O
o	O
público	O
)	O
No	O
fundo	O
aquilo	O
de	O
que	O
discordo	O
é	O
o	O
facto	O
de	O
neste	O
caso	O
o	O
criador	O
estar	O
de	O
fora	O
do	O
grupo	O
colectivo.	O
É	O
claro	O
que	O
é	O
mais	O
apetecível	O
e	O
mais	O
fácil	O
,	O
mas	O
depois	O
falta-lhe	O
amor.	O
(	O
Como	O
tão	O
bem	O
defeniu	O
no	O
post	O
em	O
que	O
falava	O
de	O
Alvaro	B-PESSOA_INDIVIDUAL
Cunhal	I-PESSOA_INDIVIDUAL
)	O
De	O
qualquer	O
maneira	O
e	O
infelizmente	O
,	O
não	O
conheço	O
música	O
feita	O
nos	B-TEMPO_TEMPO_CALEND
últimos	I-TEMPO_TEMPO_CALEND
anos	I-TEMPO_TEMPO_CALEND
.	O
Team	B-PESSOA_GRUPOMEMBRO
Suzuki	I-PESSOA_GRUPOMEMBRO
Cepsa	I-PESSOA_GRUPOMEMBRO
-	O
Notícias	O
27	B-TEMPO_TEMPO_CALEND
Março	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
2005	I-TEMPO_TEMPO_CALEND
Luís	B-PESSOA_INDIVIDUAL
Correia	I-PESSOA_INDIVIDUAL
domina	O
concorrência	O
em	O
Casais	B-ACONTECIMENTO_EVENTO
S.Quintino	I-ACONTECIMENTO_EVENTO
Luís	B-PESSOA_INDIVIDUAL
Correia	I-PESSOA_INDIVIDUAL
em	O
Suzuki	B-COISA_CLASSE
RMZ	I-COISA_CLASSE
250	I-COISA_CLASSE
voltou	O
a	O
demonstrar	O
o	O
seu	O
excelente	O
momento	O
de	O
forma	O
ao	O
dominar	O
por	O
completo	O
a	O
classe	O
125cc	B-COISA_CLASSE
na	O
2ª	O
jornada	O
do	O
Campeonato	B-ACONTECIMENTO_ORGANIZADO
Nacional	I-ACONTECIMENTO_ORGANIZADO
de	I-ACONTECIMENTO_ORGANIZADO
Motocross	I-ACONTECIMENTO_ORGANIZADO
,	O
que	O
se	O
realizou	O
este	B-TEMPO_TEMPO_CALEND
domingo	I-TEMPO_TEMPO_CALEND
em	O
Casais	B-LOCAL_HUMANO
de	I-LOCAL_HUMANO
S.Quintino	I-LOCAL_HUMANO
.	O
Numa	O
pista	O
em	O
bom	O
estado	O
,	O
apesar	O
da	O
ameaça	O
de	O
chuva	O
que	O
pairou	O
na	O
região	O
durante	B-TEMPO_TEMPO_CALEND
o	I-TEMPO_TEMPO_CALEND
domingo	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
Páscoa	I-TEMPO_TEMPO_CALEND
,	O
foram	O
muitos	O
os	O
espectadores	O
que	O
resolveram	O
ver	O
o	O
espectáculo	O
do	O
Motocross	B-COISA_CLASSE
.	O
E	O
o	O
piloto	O
a	O
dar	O
mais	O
espectáculo	O
foi	O
Luís	B-PESSOA_INDIVIDUAL
Correia	I-PESSOA_INDIVIDUAL
que	O
deu	O
um	O
recital	O
de	O
condução	O
aos	O
seus	O
mais	O
directos	O
adversários	O
,	O
averbando	O
uma	O
vitória	O
que	O
não	O
deixa	O
margens	O
para	O
dúvidas.	O
Para	O
o	O
piloto	O
do	O
Team	B-PESSOA_GRUPOMEMBRO
Suzuki	I-PESSOA_GRUPOMEMBRO
Cepsa	I-PESSOA_GRUPOMEMBRO
,	O
o	B-TEMPO_GENERICO
dia	I-TEMPO_GENERICO
até	O
começou	O
muito	O
bem	O
com	O
a	O
conquista	O
do	O
1º	B-VALOR_CLASSIFICACAO
lugar	O
na	O
grelha	O
de	O
partida.	O
Na	O
partida	O
não	O
conseguiu	O
chegar	O
à	O
primeira	O
curva	O
na	O
liderança	O
mas	O
após	O
algumas	O
voltas	O
,	O
cedo	O
instalou-se	O
no	O
comando	O
do	O
numeroso	O
pelotão	O
,	O
distanciando-se	O
a	B-TEMPO_TEMPO_CALEND
partir	I-TEMPO_TEMPO_CALEND
desse	I-TEMPO_TEMPO_CALEND
momento	I-TEMPO_TEMPO_CALEND
dos	O
seus	O
perseguidores.	O
Com	O
esta	O
vitória	O
cimentou	O
a	O
liderança	O
na	O
classificação	O
actual	O
do	O
Campeonato	B-ACONTECIMENTO_ORGANIZADO
Nacional	I-ACONTECIMENTO_ORGANIZADO
de	I-ACONTECIMENTO_ORGANIZADO
Motocross	I-ACONTECIMENTO_ORGANIZADO
,	O
classe	O
125	B-COISA_CLASSE
.	O
Os	O
seus	O
companheiros	O
de	O
equipa	O
tiveram	O
prestações	O
